Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of footwear made primarily of vulcanised; or moulded rubber and plastics,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of glass and glass products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of other chemical products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of wearing apparel of leather, and substitutes of leather",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Office, accounting and computing machinery.",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Optical instruments and photographic equipment,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Refined petroleum products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Rubber products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Beverages,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,installation of industrial machinery and equipment,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of hand tools, weights and measures an general hardware",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of industrial organic and inorganic chemicals (manufacture of chemicals for laboratory and technical uses is classified in 309.4),1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of refined petroleum products (this group includes production of liquids of gaseous fuels, illuminating oils, lubricating oils or greases or other products obtained from crude petroleum or their fractionation productions. Liquificatioil of natural gas is classified in group 111 and bottling of natural gas or liquified petroleum gas is classified in group 315)",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of rubber products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of structural wooden goods (including: treated timber) such as beams, posts, doors and window (excluding hewing and rough shaping of poles. bolts and other wood material which is classified under' logging)",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Printing and allied activities not elsewhere classified,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Watches and clocks,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of parts and accessories for motor vehicles,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of radiographic X-ray apparatus X-ray tubes and parts and manufacture of electrical equipment n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of rubber products n. e. c,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of sports goods,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes except optical instrument",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Mining and quarrying n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Printing and service activities related to printing,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Reproduction of recorded media,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Tobacco products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Domestic appliances, n.e.c.",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Electric lamps and lighting equipment,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Electric motors, generators and transformers",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of basic iron and steel,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of batteries and accumulators,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of musical instruments,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Non-metallic mineral products n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Paper and paper product,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Preparatory operations (including carding and combing} on coir fibres.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Structural metal products, tanks, reservoirs and steam generators",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Wool spinning, weaving and finishing other than in mills",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Bleaching and dyeing of woollen textiles,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of prime movers, boilers, steam generating plants and nuclear reactors",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of railway/tramway wagons and coaches and other railroad equipment n.e.c,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Metal waste and scrap,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Products of wood, cork, straw and plaiting materials",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Dairy products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of basic precious and other non-ferrous metals,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of coke oven products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of dairy products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of ferro-alloys,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of footwear (excluding repair) except of vulcanized or moulded rubber or plastic,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of general purpose machinery,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of hydrogenated oils and vanaspati ghee etc.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of jewellery, bijouterie and related articles",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"manufacture of structural metal products, tanks, reservoirs and steam generators",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of veneer sheets, plywood and their products",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Transport equipment n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Weaving and finishing of cotton khadi,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Basic Iron & Steel,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Footwear,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Knitted and crocheted fabrics and articles,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics and synthetic rubber in primary forms",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Other chemical products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Other fabricated metal products; metal working service activities,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Recycling of non-metal waste and scrap,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Saw milling and planing of wood,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Spinning, weaving and finishing of textiles",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Accumulators, primary cells and primary batteries",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Copper manufacturing,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Cotton spinning other than in mills (charkha),1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Furniture,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Insulated wire and cable,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of consumer of leather and substitutes of leather: other than apparel and footwear (Note : Manufacture of school bags and travelling accessories from waterproof textile fabrics is included in group 266).,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of insulated wires and cables, including manufacture of optical fibre cables",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of locomotives and parts,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of motor vehicles,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of other coal and coal tar products n. e. c,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of plastics products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Other electrical equipment n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Other food products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Preparatory operations (including carding and combing) on jute and mesta fibres,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Grain mill products, starches and starch products and prepared animal feeds",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of containers and boxes of paper or paper board,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of footwear,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of non-structural ceramic ware,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of weapons and ammunition,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of wines,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Parts and accessories for motor vehicles and their engines,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Plastic products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"repair of fabricated metal products, machinery and equipment",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Special purpose machinery,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Tanning and dressing of leather, manufacture of luggage handbags, saddlery & harness",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Agricultural and animal husbandry service activities, except veterinary activities",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Electronic valves and tubes and other electronic components,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,General purpose machinery,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Glass and glass products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of all types of thread, cordage, ropes, twines and nets, etc.",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of malt liquor and malt,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"manufacture of pharmaceuticals, medicinal chemical and botanical products",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of semi-finished iron and steel products in fe-rolling mills, cold-rolling mills and wire-drawing mills.",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of special purpose machinery/ equipment, their components and accessories n.e.c",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of wooden and cane boxes, crates, drums, barrels and other containers, baskets and other wares· made entirely or mainly of cane, rattan, reed, bamboo, willow, fibres, leaves and grass",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacturing n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Other textiles,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Production, processing and preservation of meat, fish, fruit vegetables, oils and fats",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Railway and tramway locomotives and rolling stock,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Television and radio transmitters and apparatus for line telephony and line telegraphy,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Wool spinning, weaving and processing in mills",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Basic chemicals,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Basic precious and non-ferrous metals,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Bodies (coach work) for motor vehicles; manufacture of trailers and semi-trailers,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Bottling of natural gas or liquified petroleum gas,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Canning and preservation of fruits and vegetables,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Coke oven products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Man-made fibres,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of earthen and plaster products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of electronic components,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of fabricated metal products n.e.c.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of furniture and fixtures ; primarily of metal.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,Manufacture of machinery and equipment used by construction and mining industries.,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of refined petroleum products,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,"Manufacture of textiles/textile products not elsewhere classified like linoleum, padding, wadding, upholstering and filling, etc",1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1998,manufacture of wiring and wiring devices,1998-1999,2003-2004
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Cotton spinning other than in mills (charkha),2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Dairy products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Electronic valves and tubes and other electronic components,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of basic iron and steel,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of basic precious and other non-ferrous metals,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of industrial machinery for food and textile industries (including bottling and filling machinery),2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of motor vehicles,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Motor vehicles,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Non-metallic mineral products n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Other fabricated metal products; metal working service activities,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Preparatory operations (including carding and combing) on jute and mesta fibres,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Special purpose machinery,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Wool spinning, weaving and finishing other than in mills",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Basic Iron & Steel,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Basic precious and non-ferrous metals,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Bottling of natural gas or liquified petroleum gas,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Footwear,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Grain mill products, starches and starch products and prepared animal feeds",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Man-made fibres,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of footwear,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of footwear made primarily of vulcanised; or moulded rubber and plastics,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"manufacture of jewellery, bijouterie and related articles",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of non-structural ceramic ware,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of radiographic X-ray apparatus X-ray tubes and parts and manufacture of electrical equipment n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of textiles/textile products not elsewhere classified like linoleum, padding, wadding, upholstering and filling, etc",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of veneer sheets, plywood and their products",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Reproduction of recorded media,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Beverages,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Copper manufacturing,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Electric lamps and lighting equipment,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Furniture,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of batteries and accumulators,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of general purpose machinery,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of locomotives and parts,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of special purpose machinery/ equipment, their components and accessories n.e.c",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Printing and allied activities not elsewhere classified,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Wool spinning, weaving and processing in mills",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Aircraft and spacecraft,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Domestic appliances, n.e.c.",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Knitted and crocheted fabrics and articles,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of furniture and fixtures ; primarily of metal.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Manufacture of prime movers, boilers, steam generating plants and nuclear reactors",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Mining and quarrying n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Other electrical equipment n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Parts and accessories for motor vehicles and their engines,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Plastic products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Printing and service activities related to printing,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Spinning, weaving and finishing of textiles",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Tobacco products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Accumulators, primary cells and primary batteries",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of coke oven products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of ferro-alloys,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of hydrogenated oils and vanaspati ghee etc.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"manufacture of pharmaceuticals, medicinal chemical and botanical products",2004-2005,2007-2008
