Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of railway locomotives and rolling stock,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Production of indigenous sugar, 'boora', 'khandsari' 'gur', etc. from sugar-cane, palm juice, etc",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of electrical industrial machinery and apparatus,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of locomotives and other railraod equipment,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Saw milling and planing of wood,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Special purpose machinery,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Structural metal products, tanks, reservoirs and steam generators",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Treatment or coating of metals; general mechanical engineering on a sub-contract basis.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Aircraft and spacecraft,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Bleaching, dyeing and printing of cotton textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Bleaching, dyeing and printing of other vegetable- fibre textiles n.e.c.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Generation of gas in gas works and distribution through mains to households, industrial, commercial and other users",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture and refining of sugar (vacuum pan sugar factories),1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of all types of textile garments and clothing accessories n.e.c. (except by purely tailoring establishments) from not self-produced material (Note : in principle, the raw materil is cut and sewn together in the establishments covered in this group)",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of bullock-carts, push-carts and handcarts etc.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of cigars. cigarettes, cheroots, and cigarette tobacco",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of dairy products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of electric fans and electric/electrothermic domestic appliances and parts thereof,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of fertilizers and pesticides,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of footwear made primarily of vulcanised; or moulded rubber and plastics,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of general purpose non-electrical machinery/ equipment, their components and accessories. n.e.c.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of heavy motor vehicles; coach work,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of locomotives and parts,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of prime movers, boilers, steam generating plants and nuclear reactors",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of special-purpose machinery,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of starch,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of stationery articles n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of television receivers: reception apparatus for radio broadcasting, radio telephony/telegraphy video recording or reproducing apparatus, turn tables, record-players, cassette-players and other sound reproducing apparatus, sound recoring apparatus microphones, loudspeakers, amplifiers and sound amplifiers and prerec0rded audio/video.) records/tapes",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Preparation of raw wool, silk and artificial/synthetic textile fibres for spinning",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Preparatory operations (including carding and combing) on sann hemp and other vegetable fibres n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Products of wood, cork, straw and plaiting materials",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Refined petroleum products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of agricultural machinery/equipment,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"repair of fabricated metal products, machinery and equipment",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of heavy motor vehicles,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Rubber products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Bleaching, dyeing and printing of coir textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Cotton Textiles n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Generation and distribution of bio-gas energy,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Jute and mesta pressing and baling,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of ferro-alloys,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of item; based on solar energy like solar cells, cookers. air and water heating systems and other related items",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"manufacture of jewellery, bijouterie and related articles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of machine tools, their parts and accessories",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of semi-finished iron and steel products in fe-rolling mills, cold-rolling mills and wire-drawing mills.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of sports and athletic good,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of transport equipmcnt and parts n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of wooden and cane boxes, crates, drums, barrels and other containers, baskets and other wares· made entirely or mainly of cane, rattan, reed, bamboo, willow, fibres, leaves and grass",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Printing and allied activities not elsewhere classified,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Railway and tramway locomotives and rolling stock,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Repair of TV, VCR, radio, transistor, tape-recorder, refrigerator and other electronic appliances",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Spinning, weaving and finishing of silk textiles other than in mills",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Tobacco stemming, redrying and all other operation & connected with preparing raw leaf tobacco",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Warehousing of agricultural products with refrigeration (cold storages),1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Watches and clocks,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Bleaching, dyeing and printing of jute and mesta textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Bottling of natural gas or liquified petroleum gas,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Coke oven products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of computers and computer based systems,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of cork and cork products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,manufacture of electric lighting equipment,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of furniture and fixtures ; primarily of metal.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of ice,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"manufacture of irradiation, electromedical and electrotherapeutic equipment",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of medical and dental instruments and supplies,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of office, computing and accounting",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of radiographic X-ray apparatus X-ray tubes and parts and manufacture of electrical equipment n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Production of common salt,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Publishing,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of industrial machinery other than machine tools,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of machinery and equipment n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Sawing and planing of wood (other than plywood),1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Weaving and finishing of cotton khadi,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Weaving and finishing of cotton textiles on handlooms,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Bleaching, dyeing and printing of silk textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Domestic appliances, n.e.c.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Generation of solar energy,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of cement, lime and plaster",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of electronic valves and tubes and other electronic components n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of insulated wires and cables, including manufacture of optical fibre cables",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of knitted or crocheted textile products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,manufacture of magnetic and optical media,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of plastics in primary forms; manufacture of synthetic rubber,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of products of wood, bamboo, cane, reed and grass,(includiog articles made from coconut shells etc.) n.e.c:",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of watches and clocks,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Manufacture of wearing apparel of leather, and substitutes of leather",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Manufacture of wooden industrial goods n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Motor vehicles,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Non-metallic mineral products n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Other manufacturing n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Preparatory operations (including carding and combing) on jute and mesta fibres,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Processing of edible nuts,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Repair of machine tools,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,"Repair of prime-movers, boilers, steam·generating plants and nuclear reactors",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-1987,Stone dressing and crushing: manufacture of structural stone goods and stoneware,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Bleaching and dyeing of woollen textiles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of consumer electronics,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of furniture,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of made-up textile articles ; except apparel,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of magnetic and optical media,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of man-made fibres,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of transport equipment n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Products of wood, cork, straw and plaiting materials",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Publishing,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,casting of metals,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Glass and glass products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of all types of textile garments and clothing accessories n.e.c. (except by purely tailoring establishments) from not self-produced material (Note : in principle, the raw materil is cut and sewn together in the establishments covered in this group)",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of fertilizers and pesticides,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of misce laneous nail-metallic mineral products n.e.c,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of non-structural ceramic ware,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of rubber products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of wooden and cane boxes, crates, drums, barrels and other containers, baskets and other wares· made entirely or mainly of cane, rattan, reed, bamboo, willow, fibres, leaves and grass",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,materials recovery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Rubber products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,support activities to agriculture and post-harvest crop activities,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Dairy products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Installation of industrial machinery and equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of air and spacecraft and related machinery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of all types of thread, cordage, ropes, twines and nets, etc.",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of domestic appliances,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of electronic components,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"manufacture of grain mill products, starches and starch products ",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of hydrogenated oils and vanaspati ghee etc.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of medical and dental instruments and supplies,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of other food products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of refined petroleum products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of semi-finished iron and steel products in fe-rolling mills, cold-rolling mills and wire-drawing mills.",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of special-purpose machinery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Tanning and dressing of leather, manufacture of luggage handbags, saddlery & harness",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Basic precious and non-ferrous metals,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Cotton Textiles n.e.c,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Domestic appliances, n.e.c.",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of basic precious and other non-ferrous metals,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of footwear (excluding repair) except of vulcanized or moulded rubber or plastic,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of games and toys,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of jewellery and related articles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of knitted and crocheted apparel,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Waste collection,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Basic Iron & Steel,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Bleaching, dyeing and printing of other vegetable- fibre textiles n.e.c.",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Canning and preservation of fruits and vegetables,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of blankets, shawls, carpets, rugs, and other similar textile products",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of military fighting vehicles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of musical instruments,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of other electrical equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of rain coats, hats, caps and school bags etc. from water proof textile fabrics or plastic sheetings",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Other chemical products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"processing and preserving of fish, crustaceans and molluscs and products thereof",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Saw milling and planing of wood,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of containers and boxes of paper or paper board,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of footwear,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of malt liquor and malt,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of non-metallic mineral products n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of structural wooden goods (including: treated timber) such as beams, posts, doors and window (excluding hewing and rough shaping of poles. bolts and other wood material which is classified under' logging)",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of veneer sheets, plywood and their products",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Basic chemicals,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of communication equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of computers and peripheral equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of cork and cork products,2008-2009,2023-2024
